Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240468,0.601,0.365,0.011,0.002,0.006,0.003,0.012,0.376,0.024,0.352,0.399,0.941,Regocijo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240501,0.634,0.318,0.012,0.002,0.01,0.008,0.016,0.33,0.036,0.294,0.366,0.902,Regocijo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240535,0.589,0.329,0.012,0.002,0.018,0.022,0.028,0.341,0.07,0.272,0.411,0.83,Regocijo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240568,0.524,0.352,0.011,0.002,0.027,0.039,0.045,0.362,0.113,0.249,0.476,0.762,Optimismo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240602,0.486,0.383,0.008,0.001,0.03,0.039,0.053,0.391,0.123,0.268,0.514,0.761,Alegria
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240636,0.41,0.496,0.005,0.001,0.024,0.024,0.041,0.501,0.089,0.412,0.59,0.849,
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240669,0.34,0.604,0.006,0.001,0.015,0.012,0.021,0.61,0.049,0.561,0.66,0.925,Regocijo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240703,0.426,0.527,0.013,0.001,0.01,0.009,0.013,0.54,0.033,0.507,0.574,0.942,Alegria
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240736,0.571,0.38,0.017,0.002,0.008,0.008,0.014,0.397,0.032,0.364,0.429,0.925,Optimismo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240770,0.549,0.41,0.013,0.002,0.006,0.006,0.015,0.423,0.028,0.395,0.451,0.938,Agrado
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240804,0.432,0.54,0.007,0.001,0.005,0.003,0.012,0.547,0.021,0.526,0.568,0.963,Regocijo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240837,0.443,0.531,0.006,0.001,0.006,0.003,0.01,0.537,0.02,0.517,0.557,0.965,Regocijo
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240871,0.545,0.425,0.007,0.001,0.008,0.003,0.011,0.432,0.023,0.409,0.455,0.949,Agrado
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240905,0.584,0.382,0.007,0.002,0.009,0.004,0.013,0.389,0.027,0.362,0.416,0.934,Agrado
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240938,0.616,0.347,0.006,0.002,0.009,0.004,0.016,0.353,0.031,0.323,0.384,0.92,Disfrute
"10. Men and women each have different roles to play in society.",4.37,4.40,4.4,00:04:25.240972,0.705,0.257,0.005,0.001,0.009,0.004,0.018,0.263,0.032,0.23,0.295,0.891,Disfrute
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240014,0.506,0.361,0.005,0.002,0.025,0.028,0.074,0.366,0.129,0.237,0.494,0.74,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240048,0.611,0.283,0.006,0.002,0.019,0.017,0.063,0.289,0.101,0.188,0.389,0.741,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240081,0.759,0.141,0.008,0.002,0.019,0.013,0.058,0.149,0.092,0.056,0.241,0.617,Disfrute
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240115,0.826,0.079,0.013,0.003,0.02,0.014,0.045,0.092,0.082,0.01,0.174,0.529,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240149,0.802,0.094,0.02,0.004,0.023,0.02,0.038,0.114,0.084,0.03,0.198,0.575,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240182,0.767,0.112,0.024,0.005,0.024,0.024,0.044,0.137,0.097,0.04,0.233,0.585,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240216,0.801,0.086,0.022,0.004,0.018,0.019,0.05,0.108,0.091,0.017,0.199,0.543,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240249,0.867,0.046,0.018,0.003,0.01,0.009,0.047,0.064,0.069,-0.005,0.133,0.479,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240283,0.894,0.03,0.015,0.003,0.006,0.005,0.046,0.046,0.06,-0.014,0.106,0.432,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240317,0.889,0.029,0.013,0.003,0.005,0.005,0.056,0.042,0.069,-0.027,0.111,0.377,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240350,0.879,0.028,0.009,0.003,0.006,0.007,0.069,0.037,0.084,-0.046,0.121,0.308,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240384,0.869,0.028,0.007,0.002,0.006,0.008,0.079,0.035,0.096,-0.061,0.131,0.268,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240417,0.863,0.029,0.006,0.002,0.006,0.009,0.083,0.036,0.101,-0.065,0.137,0.261,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240451,0.871,0.026,0.007,0.002,0.006,0.009,0.079,0.033,0.096,-0.064,0.129,0.253,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240485,0.883,0.022,0.007,0.002,0.005,0.008,0.073,0.029,0.088,-0.059,0.117,0.246,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240518,0.877,0.028,0.007,0.003,0.005,0.007,0.074,0.035,0.088,-0.053,0.123,0.284,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240552,0.849,0.048,0.006,0.003,0.006,0.007,0.081,0.054,0.097,-0.042,0.151,0.36,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240586,0.825,0.068,0.006,0.003,0.007,0.007,0.085,0.074,0.102,-0.028,0.175,0.42,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240619,0.819,0.073,0.006,0.004,0.007,0.007,0.084,0.079,0.101,-0.022,0.181,0.44,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240653,0.826,0.069,0.006,0.004,0.008,0.007,0.081,0.075,0.099,-0.024,0.174,0.431,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240686,0.84,0.062,0.005,0.003,0.008,0.007,0.074,0.067,0.093,-0.026,0.16,0.419,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240720,0.86,0.054,0.004,0.003,0.008,0.007,0.065,0.058,0.082,-0.024,0.14,0.414,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240754,0.869,0.048,0.004,0.003,0.007,0.007,0.062,0.053,0.078,-0.025,0.131,0.403,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240787,0.862,0.048,0.005,0.003,0.008,0.007,0.068,0.052,0.086,-0.033,0.138,0.38,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240821,0.855,0.048,0.005,0.003,0.009,0.008,0.072,0.053,0.092,-0.04,0.145,0.364,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240855,0.855,0.047,0.005,0.003,0.009,0.008,0.072,0.052,0.093,-0.041,0.145,0.359,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240888,0.853,0.05,0.006,0.003,0.008,0.008,0.073,0.056,0.092,-0.036,0.147,0.377,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240922,0.844,0.06,0.006,0.004,0.007,0.006,0.073,0.066,0.09,-0.023,0.156,0.425,Agrado
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240955,0.837,0.072,0.006,0.004,0.006,0.005,0.07,0.078,0.085,-0.007,0.163,0.479,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.432,00:04:27.240989,0.832,0.081,0.005,0.003,0.006,0.005,0.067,0.086,0.081,0.005,0.168,0.516,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240023,0.831,0.084,0.005,0.003,0.006,0.005,0.066,0.09,0.079,0.01,0.169,0.53,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240056,0.837,0.079,0.006,0.003,0.006,0.004,0.065,0.085,0.079,0.006,0.163,0.519,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240090,0.853,0.063,0.007,0.003,0.006,0.005,0.065,0.069,0.078,-0.009,0.147,0.471,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240123,0.875,0.042,0.006,0.002,0.006,0.005,0.063,0.048,0.077,-0.029,0.125,0.383,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240157,0.886,0.031,0.005,0.002,0.006,0.006,0.064,0.037,0.078,-0.041,0.114,0.32,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240191,0.883,0.034,0.005,0.002,0.006,0.006,0.064,0.038,0.078,-0.04,0.117,0.328,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240224,0.879,0.038,0.004,0.002,0.006,0.006,0.064,0.042,0.079,-0.036,0.121,0.351,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240258,0.871,0.043,0.005,0.002,0.007,0.007,0.064,0.048,0.081,-0.033,0.129,0.371,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240292,0.855,0.052,0.006,0.003,0.01,0.009,0.066,0.058,0.088,-0.03,0.145,0.397,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240325,0.844,0.058,0.007,0.004,0.011,0.01,0.067,0.065,0.091,-0.026,0.156,0.418,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240359,0.851,0.054,0.008,0.004,0.01,0.009,0.063,0.062,0.087,-0.025,0.149,0.415,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240392,0.864,0.044,0.008,0.003,0.01,0.009,0.062,0.052,0.085,-0.033,0.136,0.379,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240426,0.871,0.035,0.008,0.003,0.011,0.01,0.062,0.043,0.086,-0.043,0.129,0.335,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240460,0.881,0.024,0.01,0.003,0.011,0.012,0.059,0.034,0.085,-0.05,0.119,0.288,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240493,0.884,0.014,0.012,0.003,0.013,0.016,0.058,0.026,0.09,-0.064,0.116,0.225,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240527,0.876,0.009,0.014,0.003,0.014,0.02,0.064,0.023,0.101,-0.078,0.124,0.184,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240561,0.882,0.008,0.013,0.003,0.013,0.017,0.065,0.021,0.098,-0.077,0.118,0.175,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240594,0.899,0.009,0.011,0.002,0.01,0.012,0.058,0.02,0.082,-0.062,0.101,0.194,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240628,0.909,0.011,0.01,0.002,0.008,0.009,0.052,0.021,0.071,-0.05,0.091,0.225,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240661,0.907,0.016,0.011,0.002,0.008,0.008,0.048,0.027,0.066,-0.039,0.093,0.288,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240695,0.897,0.03,0.016,0.003,0.008,0.007,0.039,0.046,0.057,-0.011,0.103,0.445,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240729,0.892,0.044,0.022,0.004,0.006,0.005,0.027,0.066,0.042,0.024,0.108,0.61,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240762,0.902,0.046,0.022,0.004,0.004,0.003,0.019,0.068,0.03,0.039,0.098,0.697,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240796,0.916,0.041,0.02,0.003,0.003,0.002,0.015,0.061,0.023,0.037,0.084,0.721,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240830,0.925,0.034,0.019,0.003,0.003,0.002,0.014,0.053,0.022,0.031,0.075,0.705,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240863,0.935,0.022,0.021,0.003,0.003,0.003,0.014,0.043,0.022,0.021,0.065,0.663,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240897,0.924,0.017,0.035,0.005,0.003,0.003,0.013,0.053,0.023,0.029,0.076,0.695,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240930,0.883,0.03,0.06,0.008,0.003,0.003,0.013,0.09,0.027,0.063,0.117,0.768,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240964,0.859,0.04,0.071,0.01,0.003,0.003,0.014,0.111,0.03,0.081,0.141,0.788,
"11. I would call some acts wrong on the grounds that they are unnatural.",4.43,4.46,4.448,00:04:28.240998,0.884,0.029,0.058,0.007,0.003,0.003,0.014,0.088,0.028,0.06,0.116,0.759,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240015,0.871,0.003,0.011,0.005,0.008,0.016,0.087,0.014,0.115,-0.101,0.129,0.109,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240048,0.869,0.004,0.012,0.004,0.008,0.021,0.082,0.015,0.116,-0.101,0.131,0.117,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240082,0.863,0.004,0.012,0.004,0.01,0.027,0.08,0.016,0.122,-0.106,0.137,0.114,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240116,0.864,0.003,0.013,0.005,0.01,0.027,0.077,0.016,0.119,-0.103,0.136,0.12,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240149,0.873,0.002,0.014,0.006,0.009,0.021,0.074,0.017,0.111,-0.094,0.127,0.131,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240183,0.876,0.002,0.015,0.006,0.009,0.021,0.07,0.016,0.107,-0.091,0.124,0.133,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240217,0.87,0.003,0.014,0.006,0.012,0.027,0.068,0.017,0.113,-0.095,0.13,0.134,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240250,0.859,0.005,0.015,0.008,0.014,0.031,0.07,0.019,0.121,-0.102,0.141,0.138,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240284,0.858,0.005,0.014,0.008,0.014,0.03,0.071,0.019,0.123,-0.104,0.142,0.134,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240317,0.868,0.003,0.013,0.008,0.012,0.029,0.066,0.017,0.115,-0.098,0.132,0.128,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240351,0.873,0.002,0.016,0.01,0.011,0.028,0.061,0.017,0.109,-0.092,0.127,0.137,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240385,0.86,0.002,0.019,0.013,0.011,0.029,0.066,0.021,0.12,-0.099,0.14,0.146,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240418,0.84,0.002,0.02,0.016,0.014,0.033,0.075,0.022,0.138,-0.116,0.16,0.136,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240452,0.831,0.002,0.017,0.015,0.016,0.039,0.079,0.02,0.149,-0.13,0.169,0.116,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240486,0.833,0.003,0.014,0.011,0.019,0.044,0.077,0.016,0.15,-0.134,0.167,0.099,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240519,0.836,0.003,0.013,0.008,0.019,0.047,0.074,0.016,0.148,-0.133,0.164,0.095,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240553,0.835,0.002,0.015,0.008,0.017,0.049,0.073,0.017,0.147,-0.13,0.165,0.105,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240586,0.834,0.001,0.017,0.009,0.014,0.051,0.074,0.018,0.148,-0.13,0.166,0.11,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240620,0.839,0,0.016,0.008,0.011,0.051,0.075,0.017,0.145,-0.128,0.161,0.103,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240654,0.858,0.001,0.015,0.006,0.009,0.044,0.068,0.016,0.126,-0.111,0.142,0.11,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240687,0.878,0.002,0.015,0.007,0.008,0.033,0.057,0.017,0.104,-0.087,0.122,0.142,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240721,0.885,0.003,0.016,0.008,0.008,0.027,0.053,0.019,0.095,-0.076,0.115,0.168,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240755,0.885,0.003,0.016,0.008,0.009,0.027,0.052,0.019,0.095,-0.076,0.115,0.168,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240788,0.886,0.002,0.017,0.009,0.009,0.028,0.05,0.019,0.095,-0.077,0.114,0.165,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240822,0.889,0.002,0.018,0.009,0.009,0.026,0.049,0.019,0.092,-0.073,0.111,0.172,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240855,0.879,0.002,0.019,0.01,0.009,0.025,0.056,0.021,0.1,-0.079,0.121,0.173,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240889,0.851,0.004,0.022,0.014,0.011,0.03,0.069,0.025,0.124,-0.098,0.149,0.171,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240923,0.833,0.005,0.025,0.017,0.013,0.036,0.072,0.03,0.138,-0.108,0.167,0.178,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240956,0.847,0.004,0.026,0.016,0.012,0.034,0.061,0.029,0.123,-0.094,0.153,0.193,
"12. It can never be right to kill a human being. ",4.49,4.52,4.496,00:04:31.240990,0.881,0.002,0.023,0.011,0.008,0.028,0.047,0.025,0.094,-0.069,0.119,0.209,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240023,0.905,0.001,0.02,0.007,0.005,0.023,0.04,0.021,0.074,-0.053,0.095,0.22,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240057,0.916,0.005,0.016,0.004,0.004,0.018,0.037,0.021,0.063,-0.042,0.084,0.252,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240091,0.92,0.019,0.011,0.003,0.004,0.01,0.033,0.029,0.05,-0.021,0.08,0.366,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240124,0.919,0.032,0.007,0.002,0.005,0.005,0.031,0.039,0.042,-0.003,0.081,0.48,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240158,0.915,0.035,0.006,0.002,0.005,0.003,0.033,0.041,0.044,-0.002,0.085,0.487,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240192,0.91,0.034,0.006,0.002,0.006,0.004,0.038,0.04,0.05,-0.01,0.09,0.446,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240225,0.907,0.036,0.005,0.002,0.007,0.004,0.039,0.041,0.052,-0.01,0.093,0.444,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240259,0.901,0.043,0.005,0.002,0.008,0.005,0.036,0.048,0.051,-0.004,0.099,0.481,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240293,0.899,0.043,0.005,0.002,0.01,0.006,0.035,0.048,0.053,-0.004,0.101,0.48,Disfrute
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240326,0.894,0.048,0.006,0.002,0.011,0.007,0.032,0.055,0.051,0.004,0.106,0.517,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240360,0.856,0.088,0.008,0.001,0.011,0.008,0.028,0.096,0.048,0.048,0.144,0.666,Regocijo
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240393,0.78,0.146,0.011,0.002,0.016,0.016,0.029,0.157,0.063,0.095,0.22,0.715,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240427,0.696,0.198,0.012,0.002,0.026,0.028,0.038,0.21,0.094,0.115,0.304,0.69,Agrado
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240461,0.654,0.22,0.009,0.001,0.028,0.034,0.053,0.229,0.117,0.112,0.346,0.662,Agrado
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240494,0.663,0.196,0.007,0.001,0.028,0.035,0.07,0.204,0.134,0.07,0.337,0.604,Intranquilidad
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240528,0.666,0.171,0.008,0.002,0.031,0.038,0.085,0.178,0.156,0.022,0.334,0.533,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240561,0.656,0.162,0.008,0.002,0.032,0.04,0.1,0.17,0.173,-0.003,0.344,0.495,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240595,0.668,0.137,0.006,0.002,0.028,0.038,0.121,0.143,0.189,-0.046,0.332,0.431,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240629,0.684,0.102,0.005,0.002,0.023,0.036,0.147,0.107,0.209,-0.102,0.316,0.338,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240662,0.695,0.08,0.005,0.003,0.021,0.031,0.166,0.085,0.22,-0.135,0.305,0.279,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240696,0.71,0.07,0.005,0.003,0.019,0.023,0.171,0.075,0.215,-0.141,0.29,0.257,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240730,0.731,0.067,0.004,0.003,0.016,0.018,0.161,0.071,0.198,-0.127,0.269,0.263,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240763,0.761,0.063,0.006,0.003,0.016,0.016,0.134,0.07,0.17,-0.1,0.239,0.291,Molestia
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240797,0.775,0.055,0.014,0.004,0.027,0.031,0.093,0.069,0.155,-0.086,0.225,0.309,Exasperacion
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240830,0.721,0.043,0.034,0.007,0.051,0.086,0.058,0.077,0.202,-0.125,0.279,0.276,
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240864,0.591,0.025,0.064,0.011,0.075,0.196,0.039,0.089,0.32,-0.232,0.409,0.217,Irritacion
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240898,0.444,0.009,0.098,0.015,0.083,0.322,0.029,0.107,0.449,-0.342,0.556,0.193,Pesadez
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240931,0.346,0.004,0.142,0.018,0.079,0.389,0.023,0.145,0.508,-0.363,0.654,0.222,Irritacion
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240965,0.321,0.003,0.183,0.02,0.076,0.378,0.02,0.186,0.494,-0.308,0.679,0.273,Pesadez
"12. It can never be right to kill a human being. ",4.49,4.52,4.512,00:04:32.240998,0.329,0.003,0.192,0.02,0.086,0.347,0.023,0.195,0.476,-0.281,0.671,0.291,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240033,0.94,0.016,0.024,0.002,0.002,0.003,0.013,0.04,0.02,0.02,0.06,0.668,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240067,0.916,0.033,0.028,0.004,0.002,0.003,0.014,0.061,0.023,0.038,0.084,0.727,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240100,0.873,0.063,0.035,0.006,0.003,0.005,0.016,0.098,0.029,0.069,0.127,0.772,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240134,0.857,0.072,0.038,0.006,0.003,0.007,0.016,0.11,0.033,0.077,0.143,0.768,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240167,0.886,0.048,0.034,0.005,0.003,0.009,0.015,0.082,0.032,0.05,0.114,0.721,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240201,0.918,0.028,0.027,0.003,0.003,0.007,0.014,0.055,0.027,0.028,0.082,0.671,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240235,0.929,0.026,0.022,0.003,0.002,0.005,0.013,0.048,0.023,0.025,0.071,0.674,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240268,0.935,0.026,0.018,0.003,0.003,0.004,0.012,0.044,0.021,0.023,0.065,0.674,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240302,0.94,0.02,0.019,0.002,0.003,0.005,0.01,0.039,0.021,0.019,0.06,0.655,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240336,0.935,0.02,0.024,0.002,0.003,0.006,0.011,0.044,0.022,0.022,0.065,0.668,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240369,0.917,0.032,0.027,0.003,0.003,0.006,0.013,0.059,0.024,0.036,0.083,0.715,Agrado
