Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480685,0.915,0.003,0.023,0.001,0.006,0.007,0.046,0.026,0.059,-0.033,0.085,0.307,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480718,0.896,0.003,0.019,0.001,0.007,0.006,0.068,0.023,0.081,-0.059,0.104,0.217,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480752,0.84,0.005,0.012,0.001,0.009,0.006,0.128,0.017,0.143,-0.126,0.16,0.105,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480786,0.791,0.01,0.006,0.001,0.01,0.005,0.178,0.016,0.193,-0.177,0.209,0.076,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480819,0.799,0.013,0.005,0.001,0.009,0.004,0.17,0.017,0.184,-0.167,0.201,0.086,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480853,0.847,0.01,0.006,0.001,0.008,0.005,0.123,0.016,0.137,-0.121,0.153,0.103,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480886,0.894,0.006,0.01,0.001,0.007,0.006,0.077,0.016,0.091,-0.075,0.106,0.147,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480920,0.913,0.006,0.016,0.001,0.007,0.006,0.052,0.022,0.065,-0.043,0.087,0.253,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480954,0.902,0.009,0.018,0.001,0.007,0.006,0.057,0.027,0.07,-0.043,0.098,0.278,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.272,00:08:17.480987,0.879,0.01,0.012,0.001,0.01,0.006,0.082,0.023,0.099,-0.076,0.121,0.186,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480021,0.861,0.01,0.006,0,0.012,0.007,0.104,0.016,0.124,-0.108,0.139,0.114,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480055,0.853,0.012,0.004,0.001,0.012,0.007,0.111,0.016,0.13,-0.114,0.147,0.111,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480088,0.858,0.015,0.006,0.001,0.011,0.008,0.102,0.021,0.121,-0.101,0.142,0.146,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480122,0.873,0.015,0.008,0.001,0.011,0.009,0.083,0.023,0.104,-0.08,0.127,0.184,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480155,0.889,0.012,0.012,0.001,0.011,0.01,0.065,0.024,0.087,-0.063,0.111,0.213,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480189,0.903,0.008,0.015,0.001,0.01,0.009,0.054,0.023,0.074,-0.051,0.097,0.237,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480223,0.916,0.007,0.016,0.001,0.007,0.007,0.045,0.023,0.061,-0.039,0.084,0.269,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480256,0.925,0.006,0.016,0.001,0.006,0.006,0.04,0.023,0.053,-0.03,0.075,0.302,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480290,0.93,0.006,0.016,0.001,0.005,0.005,0.037,0.021,0.049,-0.027,0.07,0.305,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480324,0.937,0.005,0.013,0.001,0.004,0.004,0.035,0.018,0.044,-0.026,0.063,0.294,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480357,0.945,0.006,0.013,0.001,0.003,0.003,0.029,0.019,0.036,-0.018,0.055,0.342,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480391,0.943,0.009,0.017,0.001,0.003,0.003,0.024,0.026,0.032,-0.006,0.057,0.449,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480424,0.927,0.012,0.026,0.002,0.004,0.005,0.025,0.037,0.036,0.002,0.073,0.512,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480458,0.903,0.015,0.036,0.003,0.005,0.008,0.03,0.05,0.047,0.003,0.097,0.517,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480492,0.884,0.015,0.043,0.004,0.007,0.012,0.036,0.058,0.058,-0.001,0.116,0.498,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480525,0.873,0.015,0.046,0.004,0.008,0.014,0.039,0.061,0.066,-0.004,0.127,0.483,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480559,0.869,0.016,0.047,0.005,0.008,0.015,0.04,0.063,0.068,-0.005,0.131,0.481,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480592,0.88,0.014,0.04,0.004,0.008,0.013,0.041,0.054,0.066,-0.012,0.12,0.451,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480626,0.897,0.011,0.023,0.002,0.008,0.009,0.05,0.034,0.069,-0.035,0.103,0.33,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480660,0.902,0.009,0.009,0.001,0.008,0.007,0.065,0.018,0.08,-0.062,0.098,0.182,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480693,0.898,0.01,0.005,0,0.009,0.007,0.071,0.015,0.087,-0.073,0.102,0.144,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480727,0.894,0.013,0.008,0.001,0.009,0.008,0.068,0.02,0.086,-0.066,0.106,0.19,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480761,0.887,0.017,0.012,0.001,0.01,0.01,0.063,0.028,0.085,-0.056,0.113,0.252,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480794,0.881,0.02,0.017,0.002,0.01,0.011,0.059,0.037,0.082,-0.045,0.119,0.312,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480828,0.883,0.022,0.023,0.002,0.009,0.01,0.052,0.045,0.072,-0.027,0.117,0.383,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480861,0.893,0.022,0.025,0.002,0.007,0.008,0.042,0.048,0.059,-0.011,0.107,0.448,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480895,0.904,0.021,0.026,0.002,0.005,0.007,0.034,0.047,0.048,-0.001,0.096,0.496,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480929,0.901,0.022,0.032,0.003,0.005,0.007,0.03,0.054,0.044,0.01,0.099,0.551,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480962,0.89,0.024,0.038,0.003,0.007,0.008,0.029,0.063,0.047,0.016,0.11,0.571,
"32. Whether or not someone acted in a way that God would approve of",8.27,8.30,8.288,00:08:18.480996,0.896,0.02,0.034,0.003,0.007,0.008,0.031,0.053,0.05,0.003,0.104,0.515,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480006,0.845,0.013,0.103,0.008,0.005,0.008,0.018,0.116,0.039,0.077,0.155,0.747,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480040,0.876,0.012,0.078,0.006,0.005,0.006,0.018,0.09,0.034,0.056,0.124,0.723,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480073,0.905,0.013,0.052,0.004,0.004,0.004,0.018,0.065,0.03,0.035,0.095,0.684,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480107,0.911,0.02,0.043,0.003,0.004,0.003,0.016,0.063,0.026,0.037,0.089,0.711,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480141,0.897,0.034,0.046,0.003,0.004,0.003,0.014,0.08,0.023,0.057,0.103,0.775,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480174,0.881,0.042,0.052,0.004,0.004,0.003,0.014,0.094,0.024,0.07,0.119,0.796,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480208,0.878,0.039,0.056,0.005,0.004,0.003,0.015,0.095,0.027,0.068,0.122,0.781,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480242,0.875,0.036,0.061,0.005,0.004,0.003,0.015,0.097,0.027,0.07,0.125,0.782,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480275,0.871,0.04,0.064,0.005,0.003,0.003,0.014,0.104,0.025,0.079,0.129,0.805,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480309,0.874,0.041,0.062,0.005,0.003,0.003,0.013,0.103,0.023,0.08,0.126,0.818,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480342,0.873,0.043,0.062,0.005,0.002,0.002,0.013,0.105,0.022,0.083,0.127,0.828,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480376,0.866,0.048,0.064,0.005,0.002,0.002,0.012,0.113,0.021,0.091,0.134,0.841,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480410,0.873,0.051,0.056,0.005,0.002,0.002,0.012,0.107,0.02,0.087,0.127,0.84,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480443,0.889,0.047,0.045,0.003,0.002,0.003,0.012,0.092,0.019,0.073,0.111,0.827,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480477,0.885,0.056,0.041,0.003,0.002,0.003,0.011,0.097,0.018,0.079,0.115,0.845,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480511,0.85,0.095,0.039,0.003,0.001,0.002,0.01,0.134,0.016,0.118,0.15,0.895,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480544,0.824,0.123,0.039,0.003,0.001,0.002,0.008,0.162,0.014,0.148,0.176,0.919,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480578,0.835,0.101,0.048,0.004,0.001,0.002,0.008,0.15,0.015,0.134,0.165,0.907,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480611,0.852,0.067,0.062,0.006,0.001,0.003,0.01,0.129,0.02,0.109,0.148,0.868,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480645,0.862,0.05,0.063,0.006,0.002,0.004,0.013,0.113,0.025,0.088,0.138,0.821,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480679,0.88,0.033,0.055,0.006,0.003,0.006,0.018,0.089,0.032,0.057,0.12,0.735,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480712,0.887,0.018,0.05,0.005,0.004,0.009,0.025,0.068,0.044,0.024,0.113,0.606,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480746,0.88,0.017,0.041,0.005,0.007,0.012,0.039,0.058,0.062,-0.005,0.12,0.481,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480779,0.87,0.023,0.023,0.003,0.011,0.011,0.059,0.046,0.084,-0.037,0.13,0.356,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480813,0.864,0.025,0.009,0.001,0.014,0.011,0.076,0.034,0.102,-0.068,0.136,0.25,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480847,0.859,0.02,0.007,0.001,0.013,0.014,0.086,0.026,0.115,-0.088,0.141,0.187,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480880,0.843,0.022,0.009,0.002,0.013,0.02,0.091,0.031,0.126,-0.095,0.157,0.197,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480914,0.803,0.052,0.012,0.002,0.016,0.026,0.089,0.064,0.134,-0.07,0.197,0.322,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480948,0.754,0.095,0.018,0.004,0.02,0.031,0.077,0.113,0.133,-0.019,0.246,0.461,Alegria
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.448,00:08:28.480981,0.71,0.139,0.023,0.005,0.021,0.034,0.068,0.162,0.128,0.034,0.29,0.559,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480015,0.66,0.215,0.019,0.004,0.017,0.029,0.055,0.234,0.106,0.128,0.34,0.689,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480048,0.644,0.28,0.012,0.002,0.011,0.018,0.034,0.292,0.065,0.227,0.356,0.818,Alegria
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480082,0.682,0.274,0.008,0.001,0.006,0.009,0.019,0.282,0.035,0.247,0.318,0.888,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480116,0.636,0.326,0.013,0.001,0.005,0.006,0.013,0.339,0.026,0.313,0.364,0.929,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480149,0.432,0.522,0.023,0.002,0.005,0.007,0.008,0.545,0.023,0.522,0.568,0.96,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480183,0.229,0.711,0.035,0.004,0.005,0.012,0.005,0.746,0.025,0.721,0.771,0.967,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480217,0.14,0.789,0.04,0.005,0.005,0.016,0.004,0.829,0.031,0.798,0.86,0.964,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480250,0.123,0.806,0.039,0.006,0.006,0.016,0.004,0.845,0.032,0.813,0.877,0.963,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480284,0.11,0.832,0.031,0.005,0.006,0.012,0.004,0.864,0.026,0.838,0.89,0.971,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480317,0.077,0.889,0.019,0.003,0.004,0.006,0.002,0.908,0.015,0.893,0.923,0.984,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480351,0.039,0.947,0.008,0.001,0.001,0.002,0.001,0.956,0.005,0.95,0.961,0.994,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480385,0.016,0.981,0.003,0,0,0,0,0.983,0.001,0.982,0.984,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480418,0.007,0.992,0.001,0,0,0,0,0.993,0,0.993,0.993,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480452,0.005,0.994,0,0,0,0,0,0.995,0,0.994,0.995,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480485,0.007,0.993,0,0,0,0,0,0.993,0,0.993,0.993,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480519,0.008,0.991,0,0,0,0,0,0.992,0,0.991,0.992,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480553,0.008,0.991,0,0,0,0,0,0.992,0,0.991,0.992,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480586,0.008,0.991,0,0,0,0,0,0.992,0,0.991,0.992,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480620,0.011,0.989,0,0,0,0,0,0.989,0,0.989,0.989,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480654,0.014,0.985,0,0,0,0,0,0.985,0.001,0.985,0.986,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480687,0.015,0.984,0,0,0,0,0,0.985,0.001,0.984,0.985,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480721,0.009,0.99,0,0,0,0,0,0.99,0,0.99,0.991,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480754,0.005,0.995,0,0,0,0,0,0.995,0,0.995,0.995,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480788,0.003,0.996,0,0,0,0,0,0.997,0,0.996,0.997,1,Extasis
