Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
32. Whether or not someone acted in a way that God would approve of,7.47,7.5,7.496,07:31.4,0.924,0.007,0.011,0.002,0.007,0.001,0.049,0.018,0.058,-0.039,0.076,0.241,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.841,0.012,0.03,0.006,0.013,0.026,0.072,0.042,0.117,-0.075,0.159,0.263,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.837,0.006,0.039,0.008,0.016,0.027,0.067,0.045,0.118,-0.073,0.163,0.277,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.842,0.004,0.046,0.009,0.015,0.024,0.061,0.049,0.109,-0.059,0.158,0.313,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.844,0.004,0.053,0.012,0.01,0.019,0.058,0.057,0.099,-0.042,0.156,0.365,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.842,0.004,0.06,0.014,0.007,0.016,0.059,0.063,0.095,-0.032,0.158,0.399,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.85,0.004,0.056,0.013,0.007,0.014,0.056,0.06,0.09,-0.029,0.15,0.402,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.877,0.004,0.043,0.009,0.007,0.013,0.049,0.046,0.077,-0.03,0.123,0.377,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.908,0.004,0.026,0.005,0.006,0.01,0.041,0.03,0.062,-0.032,0.092,0.328,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.937,0.003,0.015,0.003,0.004,0.006,0.032,0.018,0.046,-0.028,0.063,0.28,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.948,0.003,0.009,0.002,0.004,0.004,0.03,0.012,0.04,-0.027,0.052,0.235,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.93,0.003,0.009,0.001,0.005,0.005,0.047,0.012,0.058,-0.047,0.07,0.167,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.906,0.003,0.009,0.001,0.007,0.006,0.067,0.012,0.082,-0.07,0.094,0.129,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.912,0.003,0.008,0.001,0.008,0.006,0.062,0.011,0.076,-0.065,0.088,0.127,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.939,0.003,0.006,0.001,0.007,0.005,0.04,0.009,0.052,-0.042,0.061,0.152,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.048,08:03.5,0.952,0.003,0.006,0.001,0.007,0.004,0.029,0.008,0.04,-0.032,0.048,0.171,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.953,0.002,0.006,0.001,0.007,0.004,0.027,0.008,0.038,-0.03,0.047,0.181,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.96,0.003,0.006,0.001,0.005,0.003,0.021,0.01,0.03,-0.021,0.04,0.238,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.968,0.006,0.007,0.001,0.003,0.002,0.014,0.012,0.02,-0.008,0.032,0.38,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.97,0.008,0.007,0.001,0.002,0.002,0.01,0.015,0.015,0.001,0.03,0.514,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.97,0.01,0.008,0.001,0.002,0.001,0.009,0.017,0.013,0.005,0.03,0.578,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.966,0.015,0.008,0.001,0.001,0.001,0.008,0.023,0.011,0.012,0.034,0.669,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.953,0.027,0.009,0.001,0.001,0.001,0.007,0.036,0.01,0.026,0.047,0.783,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.939,0.041,0.011,0.001,0.001,0.001,0.007,0.051,0.01,0.042,0.061,0.842,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.929,0.048,0.013,0.001,0.001,0.001,0.007,0.061,0.01,0.05,0.071,0.854,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.919,0.055,0.015,0.001,0.002,0.001,0.007,0.07,0.011,0.059,0.081,0.861,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.901,0.072,0.016,0.001,0.002,0.002,0.007,0.088,0.012,0.076,0.099,0.882,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.886,0.088,0.015,0.001,0.002,0.002,0.007,0.102,0.012,0.091,0.114,0.896,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.879,0.093,0.013,0.001,0.002,0.002,0.01,0.106,0.014,0.092,0.121,0.88,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.064,08:04.5,0.86,0.105,0.011,0.001,0.002,0.002,0.018,0.117,0.023,0.093,0.14,0.833,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.784,0.174,0.008,0.001,0.003,0.002,0.027,0.182,0.034,0.148,0.216,0.844,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.598,0.364,0.006,0.001,0.003,0.002,0.027,0.37,0.032,0.338,0.402,0.92,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.326,0.65,0.004,0,0.002,0.001,0.016,0.655,0.019,0.635,0.674,0.972,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.109,0.883,0.002,0,0.001,0,0.006,0.885,0.007,0.878,0.891,0.993,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.018,0.979,0.001,0,0,0,0.001,0.98,0.001,0.979,0.982,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.002,0.997,0.001,0,0,0,0,0.997,0,0.997,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.001,0.998,0.001,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.001,0.998,0.001,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.001,0.998,0.001,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.001,0.997,0.002,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.001,0.995,0.003,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.002,0.994,0.003,0,0,0,0,0.997,0.001,0.997,0.998,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.003,0.992,0.004,0,0,0,0,0.996,0.001,0.995,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.005,0.988,0.006,0,0,0,0.001,0.994,0.001,0.993,0.995,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.08,08:05.5,0.007,0.986,0.007,0,0,0,0,0.992,0.001,0.992,0.993,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.009,0.983,0.008,0,0,0,0,0.991,0.001,0.99,0.991,0.999,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.038,0.947,0.014,0.001,0,0,0,0.961,0.001,0.96,0.962,0.999,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.167,0.796,0.033,0.002,0,0,0.001,0.829,0.004,0.825,0.833,0.995,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.427,0.511,0.053,0.004,0,0,0.003,0.564,0.008,0.556,0.573,0.985,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.713,0.225,0.05,0.005,0.001,0.001,0.006,0.275,0.012,0.263,0.287,0.958,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.892,0.065,0.03,0.003,0.001,0.001,0.008,0.094,0.013,0.081,0.108,0.877,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.934,0.035,0.018,0.002,0.001,0.001,0.009,0.054,0.013,0.041,0.066,0.81,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.877,0.09,0.02,0.003,0.001,0.001,0.008,0.11,0.013,0.097,0.123,0.893,Alegria
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.776,0.185,0.02,0.004,0.003,0.001,0.012,0.205,0.02,0.185,0.224,0.912,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.631,0.325,0.014,0.004,0.005,0.002,0.02,0.34,0.03,0.31,0.369,0.92,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.427,0.536,0.007,0.002,0.005,0.001,0.021,0.543,0.03,0.513,0.573,0.947,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.298,0.677,0.004,0.001,0.003,0.001,0.017,0.68,0.022,0.658,0.702,0.969,Alegria
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.379,0.597,0.005,0.001,0.002,0.001,0.015,0.602,0.019,0.583,0.621,0.97,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.476,0.497,0.008,0.001,0.002,0.001,0.016,0.504,0.019,0.485,0.524,0.963,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.096,08:06.5,0.354,0.627,0.006,0.001,0.001,0,0.011,0.633,0.013,0.62,0.646,0.979,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.135,0.857,0.003,0,0.001,0,0.004,0.86,0.005,0.855,0.865,0.995,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.022,0.976,0.001,0,0,0,0.001,0.977,0.001,0.976,0.978,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.003,0.996,0.001,0,0,0,0,0.997,0,0.996,0.997,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.004,0.994,0.001,0,0,0,0,0.995,0.001,0.994,0.996,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.007,0.989,0.002,0.001,0,0,0.001,0.991,0.002,0.989,0.993,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.009,0.986,0.002,0.001,0.001,0,0.001,0.988,0.003,0.985,0.991,0.997,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.011,0.984,0.002,0.001,0.001,0,0.002,0.986,0.004,0.982,0.989,0.996,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.015,0.979,0.002,0.001,0.001,0,0.002,0.981,0.005,0.976,0.985,0.995,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.023,0.969,0.002,0.002,0.001,0,0.003,0.972,0.006,0.966,0.977,0.994,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.067,0.919,0.003,0.002,0.001,0,0.008,0.922,0.011,0.911,0.933,0.988,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.222,0.744,0.004,0.002,0.002,0.001,0.027,0.747,0.03,0.717,0.778,0.961,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.462,0.472,0.005,0.001,0.002,0.001,0.056,0.477,0.06,0.417,0.538,0.888,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.601,0.304,0.017,0.005,0.003,0.001,0.069,0.321,0.078,0.243,0.399,0.805,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.529,0.357,0.041,0.013,0.004,0.002,0.055,0.398,0.073,0.324,0.471,0.844,Optimismo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",8.04,8.49,8.112,08:07.5,0.337,0.55,0.056,0.018,0.004,0.002,0.033,0.606,0.057,0.55,0.663,0.915,Optimismo
