Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.128,00:07:08.420998,0.733,0.179,0.027,0.008,0.003,0.005,0.045,0.206,0.061,0.145,0.267,0.772,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420031,0.729,0.171,0.023,0.008,0.004,0.007,0.059,0.194,0.077,0.117,0.271,0.715,Disfrute
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420065,0.721,0.176,0.018,0.007,0.005,0.009,0.064,0.194,0.085,0.109,0.279,0.695,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420099,0.716,0.186,0.016,0.007,0.006,0.009,0.061,0.202,0.082,0.119,0.284,0.71,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420132,0.722,0.186,0.017,0.007,0.005,0.008,0.056,0.202,0.075,0.127,0.278,0.729,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420166,0.749,0.162,0.02,0.007,0.004,0.006,0.053,0.182,0.069,0.112,0.251,0.723,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420200,0.78,0.125,0.021,0.007,0.003,0.005,0.057,0.147,0.073,0.074,0.22,0.668,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420233,0.794,0.099,0.019,0.007,0.004,0.006,0.07,0.118,0.088,0.03,0.206,0.573,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420267,0.8,0.082,0.015,0.006,0.005,0.009,0.082,0.098,0.103,-0.005,0.2,0.487,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420300,0.796,0.077,0.013,0.006,0.006,0.012,0.09,0.09,0.114,-0.024,0.204,0.441,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420334,0.782,0.083,0.013,0.006,0.007,0.014,0.093,0.097,0.121,-0.024,0.218,0.444,Disfrute
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420368,0.778,0.093,0.014,0.006,0.007,0.015,0.086,0.108,0.115,-0.007,0.222,0.484,Intranquilidad
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420401,0.767,0.115,0.016,0.006,0.006,0.014,0.076,0.13,0.102,0.028,0.233,0.561,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420435,0.731,0.147,0.018,0.006,0.006,0.014,0.078,0.165,0.104,0.062,0.269,0.615,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420469,0.701,0.168,0.019,0.006,0.006,0.015,0.085,0.187,0.112,0.075,0.299,0.626,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420502,0.694,0.176,0.019,0.006,0.006,0.016,0.082,0.195,0.111,0.084,0.306,0.638,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420536,0.696,0.179,0.018,0.006,0.007,0.018,0.077,0.197,0.107,0.09,0.304,0.649,Regocijo
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420569,0.697,0.18,0.016,0.005,0.007,0.018,0.077,0.196,0.107,0.089,0.303,0.646,Disfrute
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420603,0.677,0.203,0.016,0.005,0.006,0.016,0.077,0.219,0.105,0.114,0.323,0.676,Disfrute
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420637,0.64,0.245,0.016,0.005,0.006,0.014,0.074,0.262,0.099,0.163,0.36,0.726,Disfrute
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420670,0.617,0.274,0.014,0.005,0.006,0.013,0.071,0.288,0.095,0.193,0.383,0.752,Regocijo
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420704,0.603,0.296,0.013,0.005,0.006,0.012,0.065,0.309,0.088,0.222,0.397,0.779,Regocijo
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420738,0.566,0.342,0.014,0.005,0.006,0.011,0.057,0.355,0.078,0.277,0.434,0.819,Agrado
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420771,0.539,0.375,0.013,0.004,0.006,0.011,0.052,0.388,0.073,0.315,0.461,0.841,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420805,0.583,0.327,0.009,0.003,0.007,0.011,0.06,0.336,0.081,0.255,0.417,0.805,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420838,0.673,0.212,0.005,0.002,0.008,0.011,0.087,0.218,0.109,0.108,0.327,0.666,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420872,0.745,0.113,0.004,0.002,0.009,0.012,0.114,0.117,0.137,-0.02,0.255,0.461,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420906,0.8,0.064,0.004,0.002,0.009,0.012,0.109,0.068,0.132,-0.064,0.2,0.339,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420939,0.854,0.043,0.003,0.001,0.007,0.012,0.081,0.046,0.1,-0.054,0.146,0.313,
"21. Whether or not someone violated standards of purity and decency",7.12,7.15,7.144,00:07:09.420973,0.884,0.032,0.003,0.001,0.005,0.011,0.065,0.035,0.081,-0.047,0.116,0.299,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420015,0.908,0.024,0.004,0.001,0.003,0.009,0.05,0.028,0.064,-0.035,0.092,0.307,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420049,0.905,0.025,0.004,0.001,0.004,0.009,0.052,0.029,0.066,-0.037,0.095,0.305,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420082,0.894,0.027,0.003,0.001,0.005,0.013,0.057,0.03,0.076,-0.046,0.106,0.284,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420116,0.88,0.027,0.002,0.001,0.007,0.021,0.063,0.029,0.091,-0.062,0.12,0.241,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420150,0.874,0.024,0.002,0.001,0.008,0.024,0.067,0.026,0.1,-0.075,0.126,0.204,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420183,0.885,0.023,0.002,0.001,0.007,0.021,0.062,0.024,0.091,-0.066,0.115,0.212,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420217,0.902,0.024,0.002,0.001,0.005,0.014,0.052,0.027,0.071,-0.044,0.098,0.273,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420250,0.903,0.026,0.004,0.001,0.005,0.012,0.049,0.03,0.067,-0.037,0.097,0.308,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420284,0.884,0.027,0.007,0.002,0.006,0.018,0.056,0.034,0.082,-0.049,0.116,0.29,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420318,0.86,0.034,0.009,0.003,0.008,0.026,0.061,0.043,0.097,-0.054,0.14,0.307,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420351,0.846,0.04,0.009,0.003,0.009,0.032,0.062,0.049,0.105,-0.056,0.154,0.318,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420385,0.847,0.033,0.007,0.002,0.009,0.04,0.061,0.04,0.113,-0.073,0.153,0.261,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420419,0.849,0.022,0.004,0.002,0.012,0.049,0.062,0.026,0.125,-0.1,0.151,0.171,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420452,0.84,0.018,0.003,0.001,0.015,0.054,0.07,0.02,0.14,-0.12,0.16,0.126,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420486,0.843,0.021,0.003,0.001,0.014,0.044,0.074,0.023,0.133,-0.11,0.157,0.149,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420519,0.862,0.029,0.003,0.001,0.01,0.032,0.063,0.032,0.106,-0.074,0.138,0.231,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420553,0.869,0.041,0.002,0.001,0.008,0.03,0.05,0.043,0.089,-0.046,0.131,0.326,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420587,0.867,0.051,0.002,0.001,0.008,0.029,0.042,0.053,0.08,-0.027,0.133,0.397,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420620,0.875,0.057,0.002,0.001,0.006,0.022,0.037,0.059,0.067,-0.008,0.125,0.47,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420654,0.887,0.056,0.003,0.001,0.004,0.015,0.034,0.059,0.054,0.005,0.113,0.522,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420688,0.896,0.047,0.005,0.001,0.003,0.011,0.036,0.052,0.052,-0.001,0.104,0.497,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420721,0.9,0.038,0.004,0.001,0.004,0.011,0.041,0.043,0.057,-0.014,0.1,0.428,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420755,0.898,0.035,0.003,0.001,0.005,0.013,0.045,0.038,0.064,-0.026,0.102,0.371,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420788,0.888,0.034,0.002,0.001,0.007,0.017,0.051,0.036,0.076,-0.039,0.112,0.323,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420822,0.881,0.035,0.003,0.001,0.008,0.02,0.053,0.037,0.082,-0.044,0.119,0.314,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420856,0.88,0.039,0.003,0.001,0.008,0.02,0.049,0.043,0.078,-0.035,0.12,0.355,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420889,0.882,0.044,0.005,0.001,0.007,0.016,0.045,0.048,0.07,-0.021,0.118,0.409,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420923,0.886,0.045,0.005,0.001,0.006,0.013,0.044,0.05,0.064,-0.014,0.114,0.439,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420957,0.89,0.042,0.005,0.001,0.006,0.013,0.045,0.047,0.064,-0.017,0.11,0.422,
"22. Whether or not someone was good at math",7.17,7.21,7.176,00:07:11.420990,0.892,0.039,0.003,0.001,0.006,0.014,0.046,0.042,0.066,-0.024,0.108,0.387,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420024,0.889,0.042,0.002,0.001,0.005,0.014,0.046,0.045,0.066,-0.021,0.111,0.405,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420057,0.882,0.051,0.003,0.001,0.005,0.013,0.045,0.053,0.064,-0.011,0.118,0.455,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420091,0.877,0.055,0.004,0.001,0.005,0.012,0.045,0.059,0.064,-0.005,0.123,0.481,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420125,0.871,0.057,0.006,0.002,0.005,0.011,0.047,0.063,0.065,-0.002,0.129,0.491,Agrado
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420158,0.858,0.066,0.008,0.002,0.005,0.011,0.048,0.074,0.067,0.007,0.142,0.526,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420192,0.837,0.086,0.009,0.003,0.005,0.012,0.047,0.095,0.068,0.027,0.163,0.584,Agrado
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420225,0.823,0.101,0.009,0.003,0.006,0.013,0.045,0.11,0.066,0.044,0.177,0.624,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420259,0.836,0.094,0.008,0.002,0.005,0.012,0.042,0.102,0.062,0.04,0.164,0.622,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420293,0.857,0.076,0.005,0.001,0.005,0.011,0.044,0.081,0.062,0.019,0.143,0.568,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420326,0.868,0.064,0.004,0.001,0.005,0.011,0.047,0.068,0.064,0.003,0.132,0.512,Agrado
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420360,0.868,0.068,0.005,0.001,0.004,0.009,0.044,0.073,0.059,0.015,0.132,0.555,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420394,0.858,0.089,0.006,0.001,0.004,0.008,0.035,0.095,0.047,0.047,0.142,0.667,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420427,0.854,0.096,0.006,0.001,0.004,0.008,0.031,0.101,0.044,0.057,0.146,0.697,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420461,0.867,0.073,0.004,0.001,0.005,0.011,0.039,0.077,0.056,0.02,0.133,0.576,Agrado
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420494,0.866,0.052,0.003,0.001,0.007,0.014,0.058,0.054,0.08,-0.026,0.134,0.405,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420528,0.82,0.061,0.003,0.001,0.009,0.014,0.092,0.064,0.117,-0.053,0.18,0.353,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420562,0.745,0.07,0.005,0.002,0.011,0.014,0.155,0.075,0.181,-0.106,0.255,0.293,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420595,0.705,0.052,0.007,0.002,0.009,0.015,0.211,0.058,0.237,-0.178,0.295,0.198,Intranquilidad
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420629,0.719,0.041,0.008,0.002,0.006,0.014,0.21,0.049,0.233,-0.184,0.281,0.173,Intranquilidad
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420663,0.723,0.076,0.007,0.002,0.006,0.013,0.173,0.083,0.194,-0.111,0.277,0.301,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420696,0.7,0.125,0.005,0.002,0.007,0.014,0.147,0.13,0.17,-0.04,0.3,0.433,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420730,0.713,0.127,0.003,0.001,0.008,0.016,0.131,0.131,0.157,-0.026,0.287,0.455,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420763,0.768,0.086,0.002,0.001,0.007,0.017,0.119,0.088,0.144,-0.056,0.232,0.38,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420797,0.802,0.046,0.001,0.001,0.007,0.02,0.123,0.048,0.151,-0.103,0.198,0.241,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420831,0.782,0.027,0.002,0.001,0.009,0.027,0.154,0.028,0.19,-0.161,0.218,0.131,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420864,0.744,0.021,0.002,0.001,0.009,0.03,0.192,0.023,0.233,-0.21,0.256,0.089,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420898,0.728,0.023,0.003,0.001,0.009,0.026,0.21,0.026,0.247,-0.221,0.272,0.094,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420931,0.719,0.034,0.003,0.001,0.01,0.024,0.208,0.037,0.244,-0.206,0.281,0.132,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420965,0.694,0.051,0.003,0.002,0.014,0.028,0.208,0.054,0.252,-0.197,0.306,0.177,
"22. Whether or not someone was good at math",7.17,7.21,7.192,00:07:12.420999,0.664,0.059,0.003,0.002,0.016,0.033,0.223,0.062,0.274,-0.212,0.336,0.185,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420032,0.651,0.054,0.005,0.003,0.015,0.035,0.237,0.059,0.29,-0.231,0.349,0.168,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420066,0.655,0.058,0.006,0.003,0.013,0.032,0.233,0.064,0.281,-0.217,0.345,0.185,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420100,0.673,0.064,0.004,0.002,0.012,0.025,0.219,0.068,0.258,-0.19,0.327,0.209,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420133,0.71,0.047,0.002,0.001,0.011,0.02,0.208,0.05,0.24,-0.19,0.29,0.172,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420167,0.743,0.026,0.002,0.001,0.009,0.018,0.201,0.028,0.229,-0.202,0.257,0.108,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420200,0.747,0.024,0.003,0.001,0.008,0.02,0.196,0.027,0.226,-0.198,0.253,0.107,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420234,0.725,0.031,0.004,0.002,0.009,0.025,0.204,0.035,0.241,-0.206,0.275,0.126,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420268,0.682,0.032,0.004,0.002,0.012,0.029,0.239,0.036,0.282,-0.247,0.318,0.112,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420301,0.647,0.031,0.003,0.002,0.013,0.03,0.274,0.034,0.319,-0.285,0.353,0.096,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420335,0.645,0.029,0.003,0.002,0.014,0.028,0.28,0.031,0.323,-0.292,0.355,0.089,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420369,0.669,0.023,0.003,0.002,0.014,0.027,0.263,0.026,0.305,-0.28,0.331,0.077,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420402,0.702,0.019,0.003,0.001,0.012,0.025,0.237,0.022,0.276,-0.254,0.298,0.073,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420436,0.716,0.02,0.003,0.001,0.011,0.026,0.222,0.023,0.261,-0.238,0.284,0.081,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420469,0.686,0.019,0.004,0.002,0.012,0.031,0.245,0.023,0.291,-0.268,0.314,0.073,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420503,0.638,0.014,0.004,0.002,0.014,0.034,0.293,0.019,0.343,-0.324,0.362,0.052,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420537,0.621,0.011,0.003,0.001,0.013,0.028,0.323,0.014,0.366,-0.352,0.379,0.037,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420570,0.63,0.011,0.003,0.001,0.011,0.021,0.324,0.014,0.356,-0.343,0.37,0.037,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420604,0.622,0.022,0.003,0.001,0.008,0.017,0.326,0.025,0.352,-0.327,0.378,0.067,Intranquilidad
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420638,0.577,0.061,0.004,0.002,0.007,0.015,0.335,0.064,0.358,-0.294,0.423,0.152,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420671,0.525,0.13,0.005,0.002,0.006,0.013,0.319,0.135,0.339,-0.204,0.475,0.285,Intranquilidad
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420705,0.496,0.197,0.006,0.002,0.006,0.01,0.282,0.203,0.301,-0.098,0.504,0.403,Anoranza
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420738,0.474,0.241,0.006,0.002,0.006,0.009,0.261,0.246,0.279,-0.033,0.526,0.469,Intranquilidad
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420772,0.448,0.278,0.005,0.002,0.006,0.009,0.252,0.283,0.269,0.014,0.552,0.513,Anoranza
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420806,0.442,0.3,0.005,0.002,0.005,0.008,0.238,0.305,0.253,0.052,0.558,0.546,Intranquilidad
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420839,0.461,0.295,0.005,0.002,0.005,0.008,0.224,0.3,0.239,0.061,0.539,0.557,
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420873,0.472,0.283,0.005,0.001,0.005,0.008,0.225,0.288,0.24,0.048,0.528,0.545,Anoranza
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420906,0.47,0.268,0.005,0.001,0.005,0.008,0.242,0.273,0.257,0.017,0.53,0.516,Alegria
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420940,0.447,0.289,0.004,0.001,0.006,0.008,0.245,0.293,0.26,0.034,0.553,0.531,Alegria
"22. Whether or not someone was good at math",7.17,7.21,7.208,00:07:13.420974,0.376,0.404,0.003,0.001,0.005,0.007,0.203,0.407,0.216,0.191,0.624,0.653,Anoranza
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420025,0.62,0.324,0.011,0.002,0.006,0.013,0.025,0.335,0.046,0.289,0.38,0.88,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420058,0.629,0.312,0.01,0.002,0.006,0.014,0.027,0.322,0.049,0.273,0.371,0.868,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420092,0.629,0.314,0.008,0.002,0.007,0.014,0.027,0.322,0.05,0.272,0.371,0.866,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420125,0.645,0.296,0.005,0.001,0.009,0.015,0.029,0.301,0.054,0.248,0.355,0.849,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420159,0.671,0.262,0.004,0.001,0.011,0.016,0.035,0.266,0.063,0.203,0.329,0.809,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420193,0.692,0.227,0.004,0.001,0.01,0.015,0.05,0.231,0.077,0.154,0.308,0.75,Regocijo
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420226,0.692,0.21,0.005,0.001,0.009,0.013,0.071,0.215,0.093,0.121,0.308,0.697,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420260,0.662,0.237,0.005,0.001,0.007,0.01,0.078,0.242,0.096,0.146,0.338,0.717,Alegria
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420294,0.625,0.296,0.003,0.001,0.006,0.008,0.061,0.299,0.076,0.223,0.375,0.798,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420327,0.586,0.36,0.003,0.001,0.005,0.007,0.038,0.363,0.051,0.312,0.414,0.877,Regocijo
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420361,0.556,0.398,0.005,0.001,0.005,0.007,0.028,0.403,0.041,0.361,0.444,0.907,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420394,0.573,0.376,0.007,0.002,0.005,0.008,0.029,0.383,0.044,0.339,0.427,0.897,Regocijo
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420428,0.622,0.327,0.008,0.002,0.005,0.008,0.029,0.335,0.043,0.291,0.378,0.885,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420462,0.658,0.294,0.007,0.002,0.005,0.008,0.026,0.302,0.04,0.261,0.342,0.882,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420495,0.691,0.256,0.008,0.002,0.006,0.01,0.027,0.265,0.044,0.221,0.309,0.858,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420529,0.735,0.204,0.009,0.002,0.008,0.012,0.03,0.213,0.052,0.162,0.265,0.805,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420563,0.76,0.174,0.01,0.002,0.008,0.013,0.032,0.184,0.056,0.129,0.24,0.768,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420596,0.76,0.172,0.013,0.003,0.007,0.014,0.032,0.185,0.055,0.129,0.24,0.769,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420630,0.762,0.169,0.015,0.003,0.006,0.014,0.031,0.184,0.054,0.13,0.238,0.773,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420663,0.761,0.165,0.012,0.002,0.005,0.016,0.039,0.177,0.062,0.114,0.239,0.739,Intranquilidad
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420697,0.723,0.171,0.007,0.002,0.006,0.02,0.07,0.178,0.098,0.08,0.277,0.645,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420731,0.657,0.188,0.006,0.003,0.007,0.025,0.113,0.195,0.149,0.046,0.343,0.567,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420764,0.62,0.195,0.008,0.005,0.008,0.025,0.139,0.203,0.177,0.026,0.38,0.534,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420798,0.666,0.161,0.008,0.006,0.008,0.023,0.129,0.169,0.165,0.004,0.334,0.506,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420831,0.756,0.109,0.006,0.004,0.008,0.02,0.097,0.115,0.128,-0.013,0.244,0.473,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420865,0.789,0.085,0.005,0.003,0.007,0.02,0.09,0.09,0.121,-0.031,0.211,0.427,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420899,0.746,0.086,0.005,0.004,0.008,0.03,0.122,0.091,0.164,-0.073,0.254,0.356,Intranquilidad
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420932,0.701,0.096,0.004,0.004,0.01,0.038,0.146,0.101,0.198,-0.097,0.299,0.337,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.256,00:07:16.420966,0.675,0.136,0.004,0.004,0.01,0.034,0.138,0.14,0.185,-0.046,0.325,0.43,
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.272,00:07:17.420000,0.669,0.185,0.004,0.004,0.008,0.022,0.109,0.188,0.142,0.046,0.331,0.57,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.272,00:07:17.420033,0.714,0.185,0.004,0.003,0.006,0.012,0.076,0.189,0.097,0.092,0.286,0.661,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.272,00:07:17.420067,0.761,0.162,0.006,0.002,0.005,0.009,0.055,0.168,0.071,0.098,0.239,0.704,Disfrute
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.272,00:07:17.420100,0.743,0.186,0.009,0.002,0.005,0.009,0.046,0.195,0.062,0.133,0.257,0.76,Agrado
"23. Whether or not someone cared for someone weak or vulnerable",7.25,7.30,7.272,00:07:17.420134,0.697,0.233,0.01,0.003,0.005,0.01,0.042,0.242,0.06,0.182,0.303,0.801,Disfrute
