Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300299,0.945,0.002,0.014,0.002,0.009,0.016,0.013,0.015,0.04,-0.024,0.055,0.28,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300333,0.947,0.001,0.014,0.002,0.009,0.016,0.012,0.015,0.038,-0.023,0.053,0.284,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300366,0.951,0.002,0.014,0.002,0.007,0.014,0.01,0.015,0.034,-0.019,0.049,0.308,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300400,0.952,0.002,0.014,0.002,0.006,0.013,0.011,0.016,0.032,-0.016,0.048,0.327,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300433,0.947,0.002,0.014,0.002,0.007,0.015,0.013,0.016,0.037,-0.021,0.053,0.303,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300467,0.94,0.002,0.015,0.002,0.007,0.02,0.014,0.017,0.042,-0.025,0.06,0.293,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300501,0.939,0.002,0.016,0.002,0.007,0.02,0.014,0.018,0.043,-0.025,0.061,0.298,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300534,0.937,0.002,0.014,0.002,0.007,0.02,0.017,0.016,0.047,-0.03,0.063,0.26,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300568,0.932,0.002,0.013,0.003,0.007,0.022,0.022,0.014,0.053,-0.039,0.068,0.211,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300601,0.933,0.003,0.012,0.003,0.007,0.021,0.021,0.015,0.052,-0.037,0.067,0.223,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300635,0.94,0.005,0.012,0.003,0.006,0.017,0.016,0.018,0.042,-0.024,0.06,0.298,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300669,0.951,0.008,0.013,0.003,0.004,0.01,0.011,0.021,0.028,-0.007,0.049,0.424,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300702,0.958,0.009,0.014,0.002,0.003,0.006,0.008,0.023,0.019,0.004,0.042,0.553,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300736,0.96,0.008,0.016,0.002,0.002,0.005,0.007,0.024,0.016,0.008,0.04,0.595,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300770,0.962,0.007,0.015,0.002,0.003,0.005,0.007,0.022,0.016,0.005,0.038,0.57,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300803,0.966,0.005,0.012,0.001,0.003,0.005,0.007,0.018,0.016,0.001,0.034,0.518,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300837,0.966,0.004,0.011,0.001,0.004,0.005,0.009,0.015,0.019,-0.005,0.034,0.434,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300870,0.957,0.003,0.012,0.002,0.005,0.007,0.014,0.016,0.028,-0.012,0.043,0.361,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300904,0.949,0.002,0.014,0.002,0.006,0.008,0.019,0.016,0.035,-0.019,0.051,0.317,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300938,0.953,0.002,0.011,0.002,0.005,0.008,0.019,0.013,0.034,-0.021,0.047,0.278,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.688,00:05:43.300971,0.962,0.002,0.008,0.001,0.004,0.007,0.016,0.01,0.028,-0.018,0.038,0.258,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300005,0.959,0.002,0.009,0.001,0.004,0.008,0.017,0.011,0.03,-0.019,0.041,0.261,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300039,0.946,0.002,0.012,0.002,0.006,0.011,0.021,0.014,0.04,-0.026,0.054,0.26,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300072,0.938,0.001,0.016,0.003,0.007,0.014,0.021,0.017,0.045,-0.028,0.062,0.272,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300106,0.944,0.001,0.015,0.002,0.007,0.013,0.017,0.017,0.039,-0.023,0.056,0.297,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300139,0.956,0.001,0.013,0.002,0.005,0.01,0.013,0.014,0.03,-0.016,0.044,0.32,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300173,0.964,0.001,0.011,0.001,0.004,0.009,0.01,0.012,0.024,-0.012,0.036,0.331,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300207,0.968,0.001,0.01,0.001,0.003,0.008,0.009,0.011,0.021,-0.01,0.032,0.347,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300240,0.97,0.002,0.01,0.001,0.003,0.006,0.009,0.011,0.019,-0.008,0.03,0.373,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300274,0.972,0.002,0.009,0.001,0.002,0.005,0.008,0.011,0.017,-0.006,0.028,0.392,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300308,0.976,0.003,0.007,0.001,0.002,0.004,0.007,0.01,0.014,-0.004,0.024,0.414,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300341,0.98,0.003,0.006,0.001,0.001,0.004,0.006,0.009,0.012,-0.003,0.02,0.434,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300375,0.978,0.003,0.005,0,0.002,0.004,0.008,0.008,0.014,-0.006,0.022,0.375,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300408,0.964,0.005,0.005,0.001,0.004,0.005,0.017,0.009,0.027,-0.018,0.036,0.253,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300442,0.942,0.006,0.005,0.001,0.008,0.008,0.031,0.011,0.047,-0.037,0.058,0.186,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300476,0.927,0.006,0.006,0.001,0.011,0.01,0.039,0.012,0.06,-0.048,0.073,0.168,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300509,0.923,0.007,0.005,0.001,0.012,0.013,0.04,0.012,0.065,-0.054,0.077,0.15,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300543,0.907,0.006,0.004,0.001,0.017,0.023,0.043,0.01,0.084,-0.074,0.093,0.103,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300576,0.881,0.005,0.003,0.001,0.024,0.034,0.052,0.009,0.11,-0.102,0.119,0.073,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300610,0.871,0.006,0.003,0.001,0.025,0.032,0.062,0.009,0.119,-0.11,0.129,0.072,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300644,0.869,0.006,0.004,0.001,0.022,0.025,0.073,0.009,0.121,-0.112,0.131,0.072,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300677,0.868,0.004,0.005,0.001,0.022,0.022,0.079,0.008,0.124,-0.116,0.132,0.063,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300711,0.885,0.003,0.006,0.001,0.019,0.016,0.071,0.008,0.107,-0.099,0.115,0.072,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300745,0.917,0.004,0.006,0.001,0.012,0.01,0.05,0.01,0.073,-0.063,0.083,0.122,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300778,0.944,0.007,0.005,0.001,0.007,0.005,0.031,0.012,0.044,-0.032,0.056,0.219,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300812,0.956,0.009,0.005,0.001,0.006,0.004,0.02,0.014,0.03,-0.016,0.044,0.314,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300845,0.959,0.011,0.006,0.001,0.005,0.003,0.015,0.017,0.024,-0.008,0.041,0.403,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300879,0.961,0.016,0.006,0.001,0.004,0.002,0.01,0.022,0.017,0.006,0.039,0.572,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300913,0.963,0.022,0.006,0.001,0.002,0.002,0.005,0.028,0.009,0.018,0.037,0.75,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300946,0.963,0.025,0.005,0.001,0.001,0.002,0.003,0.03,0.007,0.024,0.037,0.821,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.704,00:05:44.300980,0.958,0.03,0.005,0.001,0.001,0.002,0.004,0.035,0.008,0.027,0.042,0.818,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300014,0.944,0.035,0.007,0.001,0.002,0.003,0.008,0.042,0.014,0.028,0.056,0.749,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300047,0.935,0.034,0.008,0.002,0.003,0.005,0.013,0.042,0.024,0.018,0.065,0.639,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300081,0.936,0.025,0.008,0.002,0.005,0.006,0.018,0.034,0.031,0.003,0.064,0.523,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300114,0.939,0.018,0.01,0.002,0.005,0.007,0.019,0.028,0.033,-0.006,0.061,0.454,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300148,0.941,0.016,0.012,0.002,0.005,0.006,0.019,0.028,0.032,-0.004,0.059,0.465,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300182,0.943,0.02,0.011,0.002,0.004,0.004,0.015,0.031,0.026,0.005,0.057,0.548,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300215,0.945,0.027,0.009,0.002,0.003,0.002,0.012,0.036,0.019,0.017,0.055,0.651,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300249,0.949,0.028,0.007,0.001,0.003,0.001,0.011,0.035,0.016,0.019,0.051,0.683,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300282,0.959,0.021,0.005,0.001,0.002,0.001,0.011,0.026,0.015,0.011,0.041,0.628,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300316,0.968,0.014,0.004,0.001,0.002,0.001,0.01,0.017,0.014,0.003,0.032,0.548,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300350,0.972,0.01,0.004,0.001,0.002,0.002,0.009,0.014,0.014,0,0.028,0.509,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300383,0.971,0.01,0.004,0.001,0.003,0.003,0.008,0.014,0.015,0,0.029,0.492,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300417,0.967,0.012,0.005,0.001,0.003,0.004,0.009,0.016,0.016,0,0.033,0.502,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300451,0.958,0.019,0.006,0.001,0.003,0.004,0.009,0.025,0.017,0.008,0.042,0.595,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300484,0.943,0.033,0.009,0.002,0.003,0.004,0.008,0.041,0.016,0.025,0.057,0.716,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300518,0.931,0.044,0.01,0.002,0.003,0.004,0.007,0.054,0.015,0.039,0.069,0.782,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300551,0.935,0.042,0.009,0.002,0.002,0.004,0.006,0.052,0.013,0.038,0.065,0.793,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300585,0.946,0.035,0.007,0.001,0.002,0.004,0.006,0.042,0.012,0.029,0.054,0.77,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300619,0.954,0.028,0.006,0.001,0.002,0.004,0.006,0.034,0.013,0.021,0.046,0.726,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300652,0.957,0.023,0.005,0.001,0.002,0.004,0.007,0.028,0.014,0.014,0.043,0.666,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300686,0.958,0.02,0.006,0.001,0.003,0.004,0.008,0.026,0.016,0.01,0.042,0.622,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",5.42,6.25,5.72,00:05:45.300720,0.951,0.021,0.009,0.002,0.003,0.005,0.009,0.03,0.019,0.011,0.049,0.616,
