Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540666,0.002,0.997,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540699,0.002,0.997,0,0,0,0,0,0.997,0,0.997,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540732,0.004,0.995,0,0,0,0,0.001,0.995,0.001,0.994,0.996,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540766,0.011,0.986,0.001,0,0,0,0.002,0.987,0.002,0.985,0.989,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540799,0.024,0.97,0.001,0,0,0,0.003,0.971,0.005,0.966,0.976,0.995,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540832,0.033,0.96,0.001,0.001,0,0.001,0.005,0.961,0.006,0.955,0.967,0.994,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540866,0.027,0.967,0.001,0,0,0,0.004,0.968,0.005,0.963,0.973,0.995,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540899,0.017,0.979,0.001,0,0,0,0.002,0.98,0.003,0.977,0.983,0.997,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540932,0.014,0.984,0.001,0,0,0,0.001,0.985,0.002,0.983,0.986,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540966,0.017,0.98,0.001,0,0,0,0.001,0.981,0.002,0.979,0.983,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.848,00:09:53.540999,0.025,0.969,0.001,0,0,0,0.003,0.97,0.004,0.966,0.975,0.996,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540032,0.033,0.96,0.002,0.001,0.001,0,0.004,0.961,0.006,0.955,0.967,0.994,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540066,0.027,0.966,0.002,0.001,0.001,0,0.004,0.967,0.005,0.962,0.973,0.995,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540099,0.013,0.983,0.001,0,0,0,0.002,0.984,0.002,0.982,0.987,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540132,0.004,0.995,0,0,0,0,0,0.995,0.001,0.995,0.996,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540166,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540199,0.002,0.997,0,0,0,0,0,0.997,0,0.997,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540232,0.003,0.996,0,0,0,0,0,0.996,0.001,0.996,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540266,0.003,0.996,0,0,0,0,0,0.996,0.001,0.996,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540299,0.003,0.996,0,0,0,0,0,0.997,0.001,0.996,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540332,0.003,0.997,0,0,0,0,0,0.997,0.001,0.996,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540366,0.003,0.997,0,0,0,0,0,0.997,0.001,0.996,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540399,0.002,0.997,0,0,0,0,0,0.997,0.001,0.997,0.998,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540432,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540466,0.001,0.998,0.001,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540499,0.001,0.998,0.001,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540532,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540566,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540599,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540632,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540666,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540699,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540732,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540766,0.003,0.996,0.001,0,0,0,0,0.997,0.001,0.996,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540799,0.005,0.993,0.001,0,0,0,0.001,0.994,0.001,0.993,0.995,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540832,0.006,0.991,0.002,0,0,0,0.001,0.993,0.002,0.991,0.994,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540866,0.005,0.991,0.002,0,0,0,0.001,0.993,0.001,0.992,0.995,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540899,0.003,0.994,0.001,0,0,0,0.001,0.996,0.001,0.995,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540932,0.002,0.997,0.001,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540966,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.864,00:09:54.540999,0.001,0.998,0,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540032,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540066,0.001,0.998,0,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540099,0.001,0.998,0.001,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540132,0.001,0.998,0.001,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540166,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540199,0.002,0.997,0.001,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540232,0.005,0.993,0.001,0,0,0,0.001,0.994,0.001,0.992,0.995,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540266,0.009,0.988,0.001,0,0,0,0.001,0.989,0.002,0.988,0.991,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540299,0.009,0.988,0.001,0,0,0,0.001,0.989,0.002,0.987,0.991,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540332,0.009,0.988,0.001,0,0,0,0.001,0.989,0.002,0.988,0.991,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540366,0.009,0.988,0.002,0,0,0,0.002,0.989,0.002,0.987,0.991,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540399,0.008,0.988,0.002,0.001,0,0,0.002,0.989,0.003,0.987,0.992,0.997,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540432,0.006,0.99,0.002,0,0,0,0.001,0.992,0.002,0.99,0.994,0.998,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540466,0.003,0.995,0.001,0,0,0,0.001,0.996,0.001,0.995,0.997,0.999,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540499,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540532,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540566,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540599,0,0.999,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540632,0,1,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540666,0,1,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540699,0,1,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540732,0,1,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540766,0,0.999,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540799,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540832,0,0.999,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540866,0,0.999,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540899,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540932,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540966,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.88,00:09:55.540999,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.896,00:09:56.540032,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.896,00:09:56.540066,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.896,00:09:56.540099,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.896,00:09:56.540132,0.001,0.999,0.001,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.896,00:09:56.540166,0.001,0.998,0.001,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views)Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",9.35,10.50,9.896,00:09:56.540199,0.001,0.997,0.001,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
